"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"ypzx","Mandalay Restaurant (Peninsula Plaza)","Vietnamese","4.3","(100+)","Singapore",""
"twyq","Bibigo Kitchen (Concorde Shopping Centre)","Korean","4.5","(100+)","Singapore",""
"qfbh","Jin Guang Seafood (Ang Mo Kio Avenue 5)","Chinese","4.3","(67)","Singapore",""
"ck4h","Shuang Shi Ni Lok Lok 爽食你 (261 Serangoon Central Drive)","Chinese","4.3","(100+)","Singapore",""
"o8yw","CURRY HUT EXPRESS (Holland V)","Indian","4","(16)","Singapore",""
"s0s6","Ministry Of Pasta And Grill (204 Serangoon)","Pasta","4.5","(100+)","Singapore",""
"bxv3","Seed & Co. (Holland Piazza) - Islandwide Delivery","Poke Bowl ","4.8","(9)","Singapore",""
"t3hq","Osaka Ohsho (Raffles City)","Japanese","4.1","(100+)","Singapore",""
"x2jg","Julia BBQ (Serangoon Garden Market & Food Centre)","Seafood","3.3","(500+)","Singapore",""
"x9cw","Siang Hee Seafood ( Serangoon Garden Market & Food Centre)","Chinese","4.5","(100+)","Singapore",""
"ofw0","The Kind Bowl (Maju Avenue)","Vietnamese","4.9","(100+)","Singapore",""
"qmwv","Hainan Scissors Curry Rice (Ang Mo Kio Avenue 10)","Grill","4.9","(50)","Singapore",""
"s0ho","Hooters Singapore (Clarke Quay)","Western","4.6","(100+)","Singapore",""
"vfxl","Tracy's Sarawak Kitchen MyVillage (Maju Ave)","Malaysian","4.3","(58)","Singapore",""
"ujhx","Chops & Sear (Ang Mo Kio Avenue 10)","International","4.4","(100+)","Singapore",""
"xi62","AFURI (Funan Mall) - Islandwide Delivery","Ramen","4.1","(2)","Singapore",""
"oyld","Jia Li Seafood Soup (Lor Liput)","Seafood","4.2","(100+)","Singapore",""
"lxok","Tai Cheong Bakery (Holland Village)","Chinese","4.4","(100+)","Singapore",""
"x9mx","Flavours by Saute (Funan)","Vegetarian","4.7","(500+)","Singapore",""
"x9oz","Tango Restaurant (Lorong Mambong)","Pasta","4.4","(84)","Singapore",""
"v3ao","Chuan Yang Ji (Geylang)","Chinese","4.8","(100+)","Singapore",""
"ur5c","TamJai SamGor Mixian (Funan) - Islandwide Delivery","Chinese","1.9","(2)","Singapore",""
"x5uo","The Tree Cafe (Funan)","4950 min","4.3","(100+)","Singapore",""
"iwo4","Tawa and Tandoor (Lorong Liput)","Indian","4.3","(100+)","Singapore",""
"oopb","THE WOK MEN (AMK 529)","Cakes","4.9","(20)","Singapore",""
"s9vb","Yee Cheong Yuen Noodle Restaurant (Lorong Liput)","Rice Dishes","4.5","(1000+)","Singapore",""
"mrzi","Chops Grill & Sides (Holland Village) - Islandwide Delivery","Western","4.2","(80)","Singapore",""
"x4ik","Delibowl 壹碗福南数码广场 (Funan)","Chicken","4.7","(100+)","Singapore",""
"q5vo","Don King By Beans Party (Holla Holland)","Rice Dishes","3.8","(51)","Singapore",""
"dnni","AH HWA NOODLE HOUSE (529 AMK)","Chinese","4.3","(500+)","Singapore",""
"yi4z","Catherine's Macarons (62 A Strathmore Ave) - Restaurant Delivery","Cakes","4.3","(48)","Singapore",""
"tzf9","Grand Konak Restaurant (Clarke Quay) -  Restaurant Delivery","Lebanese","2.7","(4)","Singapore",""
"x1yd","Dal.komm Coffee (Funan)","Korean","4.9","(100+)","Singapore",""
"enao","Little Ribbons Pasta Co. (Funan Mall)","Pasta","4.5","(39)","Singapore",""
"vosi","PPP Coffee (Funan Mall)","Coffee","2.8","(69)","Singapore",""
"us6g","Mamacita Mexican Restaurant (South Beach Avenue)","Ice Cream","1.5","(3)","Singapore",""
"ns05","Pasta Play (Holland Village Way)","Italian","4.4","(52)","Singapore",""
"y2nc","555 Ang Mo Kio Cai Fan 555 宏茂桥菜饭 (Ang Mo Kio Avenue 10)","Singaporean","4.1","(100+)","Singapore",""
"x5dr","d.o.c (South Beach Avenue)","Pizza","4","(67)","Singapore",""
"oulz","Lemonaide (107 North Bridge Rd)","American","5","(5)","Singapore",""
"x3z6","SoupCup (Suntec City)","Soups","4.2","(59)","Singapore",""
"s2wl","RK Eating House (Kensington Park Road)","Indian","4.3","(5000+)","Singapore",""
"x7nc","The Açai Collective (Maju Avenue)","Acai Bowl","4.5","(500+)","Singapore",""
"d8b9","The Village Bistro (Upper Aljunied Road)","Chinese","3.1","(23)","Singapore",""
"z9v6","Super Thai By Soi Aroy (Tai Seng) - Islandwide Delivery","Thai","5","(4)","Singapore",""
"h3tb","Yumeno Suteji Live Music @ Izakaya - Islandwide Delivery","Japanese","1","(1)","Singapore",""
"tchx","Signature KOI (Suntec City)","Bubble Tea","5","(35)","Singapore",""
"vsxv","Tangled (Fresh Pasta To Go) - Suntec City","Italian","5","(1)","Singapore",""
"ilkf","Tea Me Tea x Coucou Hotpot (Suntec City Mall)","Bubble Tea","4.8","(30)","Singapore",""
"wtyb","Xiang Qin 湘琴 荷兰村 (31 Holland Close)","Chinese","1","(1)","Singapore",""
"bvcg","Pepper Castle (Holland Village) - Restaurant Delivery","Indian","3.8","(8)","Singapore",""
"o3ry","Wafu Japanese Cuisine (Food Republic - Suntec City)","Rice Dishes","5","(10)","Singapore",""
"anp9","Now Pizza (Funan)","American","4.7","(55)","Singapore",""
"s8be","Char Grill Bar (Holland Village)","Western","4.7","(2000+)","Singapore",""
"wnzy","LAU WANG CLAYPOT LEGACY (7 Holland Village)","Chinese","4.5","(22)","Singapore",""
"sl4r","Kiwami (Suntec City) - Islandwide Delivery","Japanese","3.6","(2)","Singapore",""
"x7on","Dunkin' Donuts (Funan Mall)","Donut","4.7","(100+)","Singapore",""
"us2s","Banh Mi Saigon (Ang Mo Kio Avenue 8)","Vietnamese","4.4","(100+)","Singapore",""
"bafi","Sheng’s Crayfish Kitchen (Holland Village)","Asian","4.3","(12)","Singapore",""
"zimu","Kazutake Ramen (530 Ang Mo Kio )","Japanese","4.4","(59)","Singapore",""
"k2wu","Hup Lee Fried Bee Hoon (Aljunied)","Noodles","4.6","(100+)","Singapore",""
"dr9d","Fong Sheng Hao 豐盛號 (Holland Village)","Asian","4.9","(9)","Singapore",""
"dw02","Ju Signatures (Maju Ave)","Chinese","4.4","(90)","Singapore",""
"cy75","Sanchos (Clarke Quay)","Mexican","5","(2)","Singapore",""
"rd51","Kebabchi Charcoal BBQ (Suntec City Mall Tower 1)","Asian","4.5","(8)","Singapore",""
"ue6p","GyoGyo (Funan)","Seafood","4.5","(12)","Singapore",""
"vuj5","KATSU-AN (Suntec City)","Japanese","4.3","(71)","Singapore",""
"x1br","The Oyster Bank (Funan Mall)","Rice Dishes","4","(21)","Singapore",""
"jw6w","Butter Bowl (Temasek)","American","5","(1)","Singapore",""
"iljx","The Pine Garden (Ang Mo Kio Avenue 10)","Cakes","4.8","(51)","Singapore",""
"y6uk","Dinghao Sugarcane Juice (Chomp Chomp Food Centre)","Beverages","4.6","(100+)","Singapore",""
"dk5x","Ha-Jun Korean (90 Bras Basah)","Soups","4.8","(16)","Singapore",""
"me75","Playground by Playmade (Suntec City)","Bubble Tea","4.8","(24)","Singapore",""
"x5pd","Kintamani Indonesian Restaurant (Tiong Bahru)","Indonesian","4.5","(100+)","Singapore",""
"x6xk","The Square (Furama)","Asian","3.8","(100+)","Singapore",""
"ry6l","XIANGXIANG 湘香湖南菜 (One Holland)","Chinese","4.6","(24)","Singapore",""
"eszn","Big Fish Small Fish - Fish & Chips, Pasta and More (Suntec City Mall) - Islandwide Delivery","Western","2.6","(4)","Singapore",""
"y6qm","Sushi Tei (One Holland Village)","Japanese","4.6","(1000+)","Singapore",""
"xijd","Auntie Jessie Rojak (S-11Coffee shop)","Indonesian","4.6","(86)","Singapore",""
"ol25","Fatty Bom Bom (40 Margaret Drive)","Western","4.4","(62)","Singapore",""
"s1ty","Shamiana Indian Restaurant (Serangoon)","Indian","4.2","(2000+)","Singapore",""
"y2ry","Café Iguana (Riverside Point)","Mexican","3.9","(43)","Singapore",""
"cv47","The Original Boat Noodle - Thai Street Food (Suntec City)","Thai","4.4","(8)","Singapore",""
"nzml","Wok King 小炒王 (Commonwealth Drive)","Chinese","5","(1)","Singapore",""
"y1ba","Man Dang Dang BBQ 满当当原碳烧烤 (Geylang Road)","Chinese","4.4","(100+)","Singapore",""
"dfbm","Super Sub (Suntec City)","Sandwiches","4.9","(63)","Singapore",""
"x1qm","Amanda | Yong Tau Foo Eats (Suntec City)","Laksa","3.6","(8)","Singapore",""
"w3pd","PLONK (Maju Ave)","Italian","4.5","(500+)","Singapore",""
"wadx","Teenoy Thai Kitchen (Commonwealth)","Thai","4.4","(500+)","Singapore",""
"n9bo","Olivia & Co. (Suntec City)","Coffee","2","(8)","Singapore",""
"w3fe","Jinlong Wuxiang Prawn Cracker (Ang Mo Kio Avenue 10)","Asian","4.5","(500+)","Singapore",""
"q2z4","Nagara Thai (Ang Mo Kio) - Islandwide Delivery","Thai","5","(2)","Singapore",""
"jl0o","Mata Thai (Jalan Bukit Ho Swee)","Asian","4.4","(90)","Singapore",""
"wzu6","Big Fish Small Fish - Fish & Chips, Pasta and More (Suntec City Mall)","Seafood","4.3","(36)","Singapore",""
"p667","The Soy Inc (Suntec City)","Beverages","5","(1)","Singapore",""
"qko7","NONG KHAI BEER HOUSE (101 Geylang)","Thai","4.5","(23)","Singapore",""
"y4gl","Happy Daze Cafe (Maju Ave)","Burgers","2.4","(26)","Singapore",""
"avop","habit (One Holland Village)","Salads","4.4","(48)","Singapore",""
"i4eh","AL MUBIN RESTAURANT (Ang Mo Kio)","Indian","4.4","(1000+)","Singapore",""
"ij4b","Toh Guan TeoChew Noodle House (40 Margaret Drive)","Asian","4.5","(5)","Singapore",""
"e8v2","Hot & Cold Desserts 顺兴清甜五味汤 (Margaret Drive)","Dessert","4.5","(89)","Singapore",""
"r34i","WAWA LALA BEE HOON (38 Margaret Dr)","Asian","4.9","(38)","Singapore",""
"sm74","Yakiniku-GO (Suntec)","Japanese","4.1","(31)","Singapore",""
"pn6o","Bangkok Bites (Strathmore Avenue)","Thai","4.4","(76)","Singapore",""
"lws9","Big Appetite Food Court (Suntec City)","Noodles","4.4","(14)","Singapore",""
"kt82","Huggs Coffee (Clarke Quay Central)","Coffee","4.6","(20)","Singapore",""
"m8az","Chocolate Origin Suntec City (3 Temasek Blvd)","Snacks","4.7","(100+)","Singapore",""
"d2ku","Mario’s Ristorante & Caffe (12 Alexandra View)","Western","4.1","(100+)","Singapore",""
"f9qu","Man Man Unagi (The Central)","Indonesian","4.8","(97)","Singapore",""
"ql7h","MUSETTE (Thye Hong Centre)","Western","4","(13)","Singapore",""
"ib9j","Xin Wang Hong Kong Cafe (Suntec City Mall)","Chinese","3.5","(18)","Singapore",""
"y3fx","Tendon Kohaku The Central (Clarke Quay Central)","Japanese","4.5","(100+)","Singapore",""
"rman","Chura Sushi Bar (Suntec City)","Sushi","4.8","(10)","Singapore",""
"z39z","Ben's Cookies (Suntec City)","4945 min","5","(2)","Singapore",""
"p4bt","Butahage (Suntec City)","Japanese","4.9","(4)","Singapore",""
"y2ph","Gong Yuan Mala Tang Hot Pot (Suntec City Mall)","Soups","4.5","(100+)","Singapore",""
"drv0","The Great Mischief (National Gallery)","Mexican","5","(1)","Singapore",""
"zlik","Eggslut (Suntec City)","Sandwiches","4.6","(100+)","Singapore",""
"fcab","Mother Earth Classic 大地之素 (115 Geylang Rd)","Vegetarian","4.8","(100+)","Singapore",""
"z09o","Yu Kee House of Braised Duck (Aljunied)","Rice Dishes","4.8","(24)","Singapore",""
"nnho","Karubi Singapore (Clarke Quay Central)","Rice Dishes","4.6","(100+)","Singapore",""
"u9cl","Hokkaido Ramen Santouka (Clarke Quay)","Japanese","3.8","(75)","Singapore",""
"j448","Matchaya (Suntec City Mall)","4945 min","4.7","(8)","Singapore",""
"q7mr","Ya Fu Mini Wok Delights (Food Republic - Suntec City)","Chinese","4.8","(100+)","Singapore",""
"jl6e","Jtea (Ang Mo Kio Avenue 4)","Chicken","5","(35)","Singapore",""
"d8sc","Kopi & Tarts (Suntec City)","Cakes","4.8","(94)","Singapore",""
"fzza","Le’s Bánh Mì Cafe (1 Raffles Link)","Vietnamese","4.7","(34)","Singapore",""
"nnt3","amps tea (Suntec City)","Bubble Tea","5","(5)","Singapore",""
"v7iu","Morganfield'S (Suntec City Mall)","Burgers","4.2","(90)","Singapore",""
"rkra","D'Penyetz Express (Tiong Bahru Plaza)","Ayam Penyet","4.5","(1000+)","Singapore",""
"acyj","Mr Teh Tarik Express (ARTRA)","Malaysian","4.4","(1000+)","Singapore",""
"v7uj","Yellow Cab Pizza Co. (Suntec)","Pizza","4.2","(100+)","Singapore",""
"oym7","Lee Lai Jiak (Taiwanese Food)","Chicken","4.4","(100+)","Singapore",""
"xbzh","Sushiro (Suntec City Mall)","Japanese","4.5","(69)","Singapore",""
"lews","Shake Shack (Suntec City)","Burgers","4.6","(1000+)","Singapore",""
"yxv6","Hui Huang Roasted 辉煌烧腊 (34 Upper Cross St)","Singaporean","4.4","(98)","Singapore",""
"x2cf","Yishun 925 Chicken Rice (631 Ang Mo Kio)","Chicken Rice","4.4","(500+)","Singapore",""
"s3xq","Olive Vine Pasta Fusion (Marina Square)","Pasta","3.5","(100+)","Singapore",""
"f1vn","Sin Kee Famous Chicken Rice (6 Holland Cl) - Islandwide Delivery","Chicken Rice","5","(1)","Singapore",""
"y1tv","Pizza Pazza (DAWSON ROAD)","Pizza","4.4","(500+)","Singapore",""
"tmoo","Chops & Sear (AMK 631)","Western","4.8","(8)","Singapore",""
"g05l","Abundance (Lengkok Bahru) - Islandwide Delivery","Asian","5","(7)","Singapore",""
"v6dk","Ruby Thai | Authentic Thai Cuisine (3 Temasek Blvd)","Thai","4.4","(100+)","Singapore",""
"b0ju","Zuya Vegetarian (Tiong Bahru Road)","Rice Dishes","4.7","(100+)","Singapore",""
"s8ws","Ricciotti (The Riverwalk)","Pizza","2.9","(87)","Singapore",""
"kq97","Chopstix & Rice (Suntec City Mall Tower 4)","Indonesian","4.9","(19)","Singapore",""
"lzxo","KK BAN MIAN (Koufu Dawson)","Soups","3.1","(31)","Singapore",""
"p5bh","Kei Kaisendon & Onkei Tonkatsu (Artra)","Japanese","4.9","(11)","Singapore",""
"r1yh","A-One Fish Soup (Tiong Bahru Plaza)","Chinese","4.2","(500+)","Singapore",""
"rkuj","Jun Xing Fish Soup And Ban Mian (Holland Close)","Ban Mian","4.9","(67)","Singapore",""
"b4xy","Han Ssik Dang Korean (Tiong Bahru Rd)","Korean","5","(1)","Singapore",""
"loao","Wangji Seafood (Sims Drive)","Chinese","3.8","(4)","Singapore",""
"titq","Bombay Kitchen-North Indian And Mexican Cuisine (80 Boat Quay) - Restaurant Delivery","Indian","2","(1)","Singapore",""
"uggh","MK Malay Food (Hindoo Road) - Restaurant Delivery","Indian","1.5","(20)","Singapore",""
"vfjk","Long Kee Hong Kong Roasted (Holland Drive)","Chinese","5","(28)","Singapore",""
"nf04","Aryana-North indian Cuisine (54 South Bridge Road) - Restaurant Delivery","Indian","4.1","(14)","Singapore",""
"y6be","KASHMIR FOOD OF PARADISE - NORTH INDIAN RESTAURANT (80 Boat Quay) - Restaurant Delivery","Indian","3.3","(5)","Singapore",""
"c2j2","Jade Chicken (Boon Tiong Road)","Western","4.8","(6)","Singapore",""
"cv44","DaYan Herbal Soup & Claypot (Tanglin Hart)","Chinese","4.6","(100+)","Singapore",""
"v7ma","Gong He Guan (Geylang)","Singaporean","4.7","(100+)","Singapore",""
"oahf","Mellow-Indian and Mexican Cuisine (80 Boat Quay) - Restaurant Delivery","Indian","2","(1)","Singapore",""
"p5qc","VietSmith (Millenia Walk)","Vietnamese","4.7","(5)","Singapore",""
"x1mf","Donergy Turkish Kebab (Millenia Walk)","Mediterranean","4.3","(100+)","Singapore",""
"x4bx","Aaysha Restaurant (Lengkok Bahru)","Indian","4.6","(500+)","Singapore",""
"tnb8","Kaayaloram Kerala Restaurant (Boat Quay)","Indian","4.1","(100+)","Singapore",""
"koz1","Sultan Palace Turkish and Lebanese Restaurant (73 Boat Quay) - Restaurant Delivery","Middle Eastern","3.5","(10)","Singapore",""
"mcry","Baskin Robbins (Tiong Bahru Plaza)","Dessert","4.1","(68)","Singapore",""
"b3a3","Bombay Kitchen-Indian And Mexican Cuisine (80 Boat Quay)","Indian","3.8","(12)","Singapore",""
"w9yw","Thai Kha Thai Street Cuisine (Havelock li)","Thai","4.4","(1000+)","Singapore",""
"y9gv","Sandaime Bunji (Millenia Walk)","Japanese","3.4","(26)","Singapore",""
"y5rd","BreadTalk (Tiong Bahru Plaza)","Bakery","4.7","(500+)","Singapore",""
"aqov","Ali's Fry & Grill (Koufu Tanglin Halt)","Chicken","4.6","(500+)","Singapore",""
"deb6","FANGKO Coffee & Beer (Ibis Budget Hotel Clarke Quay)","International","4.5","(51)","Singapore",""
"g9ro","Privé (Tiong Bahru)","Western","4.7","(100+)","Singapore",""
"x1rm","BOMBAY GRILL Authentic Indian Restaurant (54 South Bridge Rd) - Restaurant Delivery","Indian","3.8","(500+)","Singapore",""
"ukk4","MAMA'S CORNER (Sims Place)","Indian","4.3","(100+)","Singapore",""
"mc15","King-Kebabs North Indian Restaurant (South Bridge) - Restaurant Delivery","Middle Eastern","3","(44)","Singapore",""
"m3rr","Hao Ju Ban Mian Fish Soup (Jalan Membina)","Noodles","4.2","(100+)","Singapore",""
"rckz","Zamas (Boat Quay)","Indian","4.2","(51)","Singapore",""
"aq2x","Da Yan Mala Xiang Guo (Tiong Bahru)","Chinese","5","(24)","Singapore",""
"m70t","Hot Kitchen-The Quality Dining (South Bridge) - Restaurant Delivery","Chicken","3.1","(27)","Singapore",""
"at6v","Tbakeco (2 Kung Chong)","Pasta","4.4","(7)","Singapore",""
"n1sf","Skirt & Dirt (Seng Poh Road)","Western","4.4","(100+)","Singapore",""
"f485","Tandoori Restaurant (Clarke Quay) - Restaurant Delivery","Chicken","3.9","(54)","Singapore",""
"x4or","Tiffany Café & Restaurant (Furama City Centre)","Asian","4.7","(500+)","Singapore",""
"x6ab","Canadian Pizza (Serangoon)","Pizza","4.4","(500+)","Singapore",""
"qejs","Tidjai Thai Food (Redhill Lane)","Thai","4.5","(100+)","Singapore",""
"bbbd","Ju Fu Bak Kut Teh & Prawn Noodle (Jalan Membina)","Soups","4.2","(100+)","Singapore",""
"y7ni","Yechun Xiao Jiang Nan Restaurant (Marina Square)","Chinese","3.7","(23)","Singapore",""
"lj46","Indian Masala Chat Kebab House (Clementi Ave) - Restaurant Delivery","Indian","1.6","(7)","Singapore",""
"qo14","Traditional Handmade Mee Hoon Kway 传统手工面粉糕 (Holland Drive)","Chinese","4.2","(22)","Singapore",""
"fta8","Bombay House (Boat Quay) - Restaurant Delivery","Indian","2.1","(33)","Singapore",""
"xd13","Peng You Quan Mei Shi 朋友圈美食 (People's Park Centre)","Chinese","5","(26)","Singapore",""
"v3do","Lucca'S Trattoria (Nostalgia Hotel)","Pasta","4.3","(500+)","Singapore",""
"w3yq","Shanghai Fried Xiao Long Bao (Holland Drive)","Chinese","4.2","(7)","Singapore",""
"nv4a","Hing Hing Soup Republic (Seng Poh Road)","Chinese","4.5","(63)","Singapore",""
"vi63","THE LOCAL CAFE 南洋咖啡厅 (Space@Kovan)","Singaporean","2","(1)","Singapore",""
"apf4","Fok Lok Kee Private Kitchen 福乐记私家菜 (Geylang Road)","Chinese","3.8","(30)","Singapore",""
"z18k","Japanese Cuisine (75D Redhill)","Japanese","4.5","(100+)","Singapore",""
"zykw","Coco Veggie Nyonya (Marina Square)","Singaporean","2.3","(37)","Singapore",""
"x4zb","Joan Jelly Bean (Sims Vista Market & Food Centre)","Dessert","4.4","(32)","Singapore",""
"x5ms","ABC Bistro Restaurant (Lorong 10 Geylang)","Indian","4.5","(500+)","Singapore",""
"s9lg","Robo Chef Fried Rice (628 AMK Ave 4)","Fried Rice","4.6","(2000+)","Singapore",""
"s70n","Rachelrax Cakes (Lim Tua Tow Road)","Cakes","4.5","(5)","Singapore",""
"s3ds","Beyond Pancakes (Marina Square)","Western","4.3","(100+)","Singapore",""
"x4gu","Guo Zai Zhi Jia (Redhill Lane)","Chinese","4.2","(100+)","Singapore",""
"vhtk","Shan Ji Xiao Long Bao (Tiong Bahru Market stall 41)","Chinese","4.3","(91)","Singapore",""
"w7dl","Rong Xing Lamian Xiao Long Bao 荣兴拉面小笼包 (Redhill Lane)","Chinese","4.1","(100+)","Singapore",""
"vysf","Chiak Kway Chap (Geylang Road)","Soups","4.1","(100+)","Singapore",""
"d8tl","Indian House (Boat Quay) - Restaurant Delivery","Indian","4.2","(100+)","Singapore",""
"w0le","Sin Hoi Sai (Tiong Bahru)","Chinese","4.4","(500+)","Singapore",""
"vcsw","Hup Lee Fried Rice N Curry Rice (Ang Mo Kio)","Fried Rice","4.7","(83)","Singapore",""
"s3xt","Shah Alam Restaurant (Circular Road)","Indian","4.1","(1000+)","Singapore",""
"k7zi","Three Nuts Baker (Yio Chu Kang Road)","Bakery","4.9","(67)","Singapore",""
"x3aa","Delicacy Zhu Chao 美味煮炒 (Redhill Lane)","Fried Rice","4.5","(500+)","Singapore",""
"vtuq","Eleven Strands (66 Yio Chu Kang Rd) - Islandwide Delivery","Italian","4.9","(8)","Singapore",""
"vfqh","Sofra Turkish Cafe & Restaurant (Marina Square)","Turkish","3.5","(43)","Singapore",""
"y3qx","JIA HE XING Dumplings (Marina Square)","Chinese","4.4","(84)","Singapore",""
"s7kj","Sahara Bar & Restaurant (Raffles Place)","Turkish","3.9","(100+)","Singapore",""
"e9qt","Ganh Xua (Homely Vietnam Pho)","Vietnamese","4.3","(100+)","Singapore",""
"w4tf","Tong Shui Desserts (People's Park Centre)","Dessert","4.4","(100+)","Singapore",""
"w1tg","85 Mala Xiang Guo 麻辣香锅 (Redhill Lane)","Chinese","4.2","(1000+)","Singapore",""
"p3py","126 Dim Sum Wen Dao Shi (126 Sims Ave) - Islandwide Delivery","Chinese","4.6","(100+)","Singapore",""
"txa3","The Boss Pizza (Yio Chu Kang Rd 9)","Fast Food","4","(2)","Singapore",""
"trph","Prata Wala (Chinatown Point) - Islandwide Delivery","Roti Prata","2.3","(43)","Singapore",""
"x5xm","Tenkaichi Japanese BBQ (Marina Square)","Japanese","4.1","(29)","Singapore",""
"bj3q","Singapore Banana Leaf Restaurant (Circular Road)","Indian","3.8","(100+)","Singapore",""
"y8yy","Chun Fun How 春芳號 (Esplanade)","Tea","4.8","(29)","Singapore",""
"x5fc","Lao Da Mala Xiang Guo 老大麻辣香锅 (Geylang)","Mala Xiang Guo","4.5","(2000+)","Singapore",""
"i51b","Dong Dong Hainanese Chicken Rice (New Market Road)","Chicken Rice","3.6","(6)","Singapore",""
